seqnames,start,end,width,strand,Conc,Conc_E50h,Conc_GM3D,Fold,p.value,FDR,feature_id,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,distanceToTSS
3,1238587,1238871,285,*,6.4,6.33,6.46,-0.13,0.68,0.735,E50h_GM3D_11284,Promoter (<=1kb),3,1235283,1238493,3211,2,AT3G04580,-94
3,1127558,1127934,377,*,7.29,7.24,7.34,-0.1,0.681,0.735,E50h_GM3D_11259,Promoter (<=1kb),3,1123023,1127515,4493,2,AT3G04260,-43
3,14201391,14201843,453,*,12.35,12.43,12.27,0.16,0.681,0.736,E50h_GM3D_13883,Promoter (1-2kb),3,14199753,14199916,164,1,AT3G41979,1638
4,8862640,8862982,343,*,7.1,7.15,7.05,0.09,0.681,0.736,E50h_GM3D_17260,Promoter (<=1kb),4,8862815,8864618,1804,1,AT4G15520,0
1,11660985,11661250,266,*,6.55,6.61,6.49,0.13,0.681,0.736,E50h_GM3D_2898,Promoter (<=1kb),1,11661815,11662122,308,1,AT1G32337,-565
4,7391851,7392364,514,*,7.48,7.52,7.44,0.09,0.681,0.736,E50h_GM3D_16893,Promoter (<=1kb),4,7391277,7396509,5233,1,AT4G12460,574
3,5933195,5933398,204,*,6.13,6.2,6.06,0.13,0.682,0.737,E50h_GM3D_12436,Promoter (<=1kb),3,5934064,5935303,1240,1,AT3G17350,-666
3,20841435,20842529,1095,*,9.01,8.99,9.04,-0.06,0.682,0.737,E50h_GM3D_15175,Promoter (<=1kb),3,20837444,20841541,4098,2,AT3G56160,0
3,3016119,3016583,465,*,7.26,7.3,7.21,0.09,0.682,0.737,E50h_GM3D_11711,Promoter (<=1kb),3,3016494,3018983,2490,1,AT3G09830,0
2,1081696,1083486,1791,*,10.23,10.21,10.25,-0.04,0.683,0.737,E50h_GM3D_7004,Promoter (<=1kb),2,1081592,1082003,412,1,AT2G03565,104
4,17788734,17789071,338,*,6.94,6.89,6.98,-0.1,0.683,0.738,E50h_GM3D_19539,Promoter (<=1kb),4,17787479,17788834,1356,2,AT4G37830,0
5,1969704,1970017,314,*,7.12,7.16,7.07,0.09,0.683,0.738,E50h_GM3D_20250,Promoter (<=1kb),5,1970029,1974527,4499,1,AT5G06460,-12
1,9298212,9298925,714,*,8.44,8.47,8.41,0.06,0.683,0.738,E50h_GM3D_2262,Promoter (<=1kb),1,9298751,9300699,1949,1,AT1G26840,0
1,3778357,3778964,608,*,8.61,8.58,8.64,-0.06,0.683,0.738,E50h_GM3D_889,Promoter (1-2kb),1,3777328,3780337,3010,1,AT1G11260,1029
4,10374279,10375612,1334,*,9.65,9.68,9.63,0.05,0.683,0.738,E50h_GM3D_17647,Promoter (<=1kb),4,10375364,10378390,3027,1,AT4G18950,0
5,22716797,22717365,569,*,7.98,8.02,7.94,0.08,0.683,0.738,E50h_GM3D_24528,Promoter (<=1kb),5,22717115,22717751,637,1,AT5G56100,0
5,900036,900599,564,*,7.99,7.95,8.03,-0.07,0.684,0.738,E50h_GM3D_19981,Promoter (<=1kb),5,898241,900159,1919,2,AT5G03555,0
2,11821643,11822443,801,*,8.14,8.1,8.17,-0.07,0.684,0.738,E50h_GM3D_8869,Promoter (<=1kb),2,11819829,11821878,2050,2,AT2G27730,0
3,3957346,3957940,595,*,8.06,8.02,8.09,-0.08,0.685,0.739,E50h_GM3D_11937,Promoter (<=1kb),3,3957777,3960472,2696,1,AT3G12480,0
1,13698370,13699247,878,*,9.3,9.33,9.28,0.05,0.685,0.739,E50h_GM3D_3252,Promoter (<=1kb),1,13696042,13698639,2598,2,AT1G36370,0
1,17789984,17790697,714,*,8.16,8.13,8.19,-0.07,0.685,0.739,E50h_GM3D_3616,Promoter (<=1kb),1,17790507,17792331,1825,1,AT1G48175,0
1,26749969,26750813,845,*,9,9.02,8.97,0.05,0.685,0.739,E50h_GM3D_5782,Promoter (<=1kb),1,26749137,26749253,117,2,AT1G70944,-716
4,15637909,15638789,881,*,9.26,9.23,9.28,-0.05,0.685,0.74,E50h_GM3D_18963,Promoter (<=1kb),4,15638625,15640465,1841,1,AT4G32400,0
3,4591561,4592865,1305,*,9.35,9.38,9.33,0.05,0.685,0.74,E50h_GM3D_12084,Promoter (<=1kb),3,4590919,4591483,565,2,AT3G13910,-78
3,1023861,1024332,472,*,8.35,8.38,8.32,0.06,0.685,0.74,E50h_GM3D_11234,Promoter (<=1kb),3,1024258,1027891,3634,1,AT3G03960,0
1,20813722,20815544,1823,*,10.62,10.66,10.57,0.09,0.685,0.74,E50h_GM3D_4307,Promoter (<=1kb),1,20808261,20812840,4580,2,AT1G55690,-882
5,37877,38121,245,*,6.93,6.98,6.88,0.1,0.686,0.74,E50h_GM3D_19764,Promoter (<=1kb),5,34596,37948,3353,2,AT5G01100,0
4,306398,306927,530,*,7.87,7.91,7.83,0.08,0.686,0.741,E50h_GM3D_15901,Promoter (1-2kb),4,299359,304508,5150,2,AT4G00730,-1890
4,12254254,12255261,1008,*,10,9.98,10.02,-0.04,0.686,0.741,E50h_GM3D_18082,Promoter (<=1kb),4,12251431,12254270,2840,2,AT4G23490,0
1,21662283,21663090,808,*,8.57,8.61,8.54,0.06,0.686,0.741,E50h_GM3D_4486,3' UTR,1,21662916,21667445,4530,2,AT1G58350,4355
4,13707407,13708042,636,*,8.98,8.95,9,-0.05,0.686,0.741,E50h_GM3D_18469,Promoter (1-2kb),4,13707240,13709149,1910,2,AT4G27410,1107
3,5187929,5188636,708,*,8.71,8.68,8.74,-0.06,0.687,0.741,E50h_GM3D_12238,Promoter (<=1kb),3,5188374,5189697,1324,1,AT3G15360,0
1,6904429,6904952,524,*,8.02,7.98,8.05,-0.07,0.687,0.741,E50h_GM3D_1659,Promoter (<=1kb),1,6905034,6906018,985,1,AT1G19890,-82
2,1663537,1664037,501,*,7.96,8,7.93,0.07,0.687,0.741,E50h_GM3D_7121,Promoter (<=1kb),2,1659762,1662748,2987,2,AT2G04750,-789
1,227321,229044,1724,*,10.44,10.46,10.42,0.04,0.687,0.741,E50h_GM3D_74,Promoter (<=1kb),1,229013,230917,1905,1,AT1G01630,0
1,26306545,26306858,314,*,7.62,7.66,7.58,0.08,0.687,0.742,E50h_GM3D_5647,Promoter (2-3kb),1,26309628,26312174,2547,1,AT1G69860,-2770
2,17538454,17539022,569,*,8.75,8.72,8.78,-0.06,0.688,0.742,E50h_GM3D_10401,Promoter (<=1kb),2,17538703,17538784,82,2,AT2G42020,0
1,17848168,17848383,216,*,6.27,6.34,6.21,0.13,0.688,0.742,E50h_GM3D_3631,Promoter (<=1kb),1,17847356,17848564,1209,1,AT1G48300,812
2,18990971,18991153,183,*,6.11,6.17,6.04,0.13,0.688,0.742,E50h_GM3D_10800,Promoter (<=1kb),2,18991171,18993327,2157,1,AT2G46250,-18
1,5955008,5955746,739,*,9.06,9.03,9.08,-0.05,0.688,0.742,E50h_GM3D_1435,Promoter (<=1kb),1,5951542,5955037,3496,2,AT1G17370,0
3,10120794,10121319,526,*,8.69,8.72,8.66,0.06,0.688,0.742,E50h_GM3D_13475,Promoter (<=1kb),3,10121234,10122951,1718,1,AT3G27340,0
4,18270728,18271137,410,*,7.73,7.77,7.69,0.07,0.688,0.742,E50h_GM3D_19660,Promoter (<=1kb),4,18269150,18270787,1638,2,AT4G39240,0
1,19074043,19074561,519,*,7.93,7.97,7.9,0.07,0.688,0.742,E50h_GM3D_3893,Promoter (<=1kb),1,19074371,19076520,2150,1,AT1G51450,0
5,22380908,22381252,345,*,6.73,6.67,6.78,-0.1,0.689,0.743,E50h_GM3D_24440,Promoter (<=1kb),5,22380996,22382028,1033,1,AT5G55140,0
5,9792164,9792749,586,*,8.45,8.48,8.42,0.06,0.689,0.743,E50h_GM3D_22166,Promoter (<=1kb),5,9789468,9792299,2832,2,AT5G27660,0
3,9073221,9074039,819,*,8.09,8.13,8.06,0.07,0.689,0.743,E50h_GM3D_13210,Promoter (<=1kb),3,9073623,9074682,1060,1,AT3G24860,0
3,18521741,18522646,906,*,8.65,8.62,8.68,-0.06,0.689,0.743,E50h_GM3D_14573,Promoter (<=1kb),3,18522510,18523906,1397,1,AT3G49950,0
1,29636451,29637699,1249,*,9.61,9.59,9.63,-0.04,0.689,0.743,E50h_GM3D_6545,Promoter (<=1kb),1,29634124,29635813,1690,2,AT1G78820,-638
4,2032695,2033343,649,*,8.22,8.25,8.19,0.07,0.689,0.743,E50h_GM3D_16248,Promoter (<=1kb),4,2033427,2035946,2520,1,AT4G04220,-84
5,16134766,16135748,983,*,10.42,10.4,10.44,-0.04,0.689,0.743,E50h_GM3D_22808,Promoter (<=1kb),5,16131654,16134916,3263,2,AT5G40340,0
4,16419540,16420329,790,*,8.53,8.56,8.5,0.06,0.689,0.743,E50h_GM3D_19122,Promoter (1-2kb),4,16422166,16423948,1783,1,AT4G34320,-1837
1,4132168,4132644,477,*,7.89,7.85,7.92,-0.07,0.689,0.743,E50h_GM3D_977,Promoter (1-2kb),1,4132967,4134094,1128,2,AT1G12190,1450
5,2508223,2508562,340,*,7.57,7.61,7.53,0.08,0.69,0.744,E50h_GM3D_20376,Promoter (<=1kb),5,2506656,2508373,1718,2,AT5G07840,0
3,3065391,3065852,462,*,8.23,8.26,8.2,0.06,0.69,0.744,E50h_GM3D_11721,Promoter (1-2kb),3,3063774,3065575,1802,1,AT3G09970,1617
5,25422222,25424286,2065,*,10.89,10.87,10.91,-0.04,0.69,0.744,E50h_GM3D_25235,Promoter (<=1kb),5,25423407,25423791,385,1,AT5G63500,0
1,23260845,23261325,481,*,8.08,8.04,8.11,-0.07,0.69,0.744,E50h_GM3D_4851,Promoter (<=1kb),1,23257726,23261966,4241,2,AT1G62810,641
2,2590022,2590739,718,*,8.65,8.67,8.62,0.06,0.69,0.744,E50h_GM3D_7254,Promoter (<=1kb),2,2588545,2590453,1909,2,AT2G06530,0
2,7697162,7697405,244,*,6.96,7,6.91,0.1,0.691,0.744,E50h_GM3D_7806,Promoter (<=1kb),2,7697336,7699568,2233,1,AT2G17720,0
1,2244923,2245224,302,*,7.39,7.44,7.35,0.09,0.691,0.745,E50h_GM3D_540,Promoter (<=1kb),1,2242256,2244428,2173,2,AT1G07290,-495
4,6093541,6093891,351,*,7.63,7.59,7.67,-0.08,0.691,0.745,E50h_GM3D_16584,Promoter (<=1kb),4,6093610,6094887,1278,2,AT4G09644,996
1,29999783,30000530,748,*,8.63,8.6,8.66,-0.06,0.691,0.745,E50h_GM3D_6624,Promoter (<=1kb),1,29997127,29999045,1919,2,AT1G79720,-738
1,23778909,23779584,676,*,8.36,8.39,8.33,0.06,0.691,0.745,E50h_GM3D_4986,Promoter (<=1kb),1,23779949,23783449,3501,1,AT1G64070,-365
4,8875279,8876246,968,*,9.73,9.71,9.75,-0.04,0.691,0.745,E50h_GM3D_17264,Promoter (<=1kb),4,8875918,8877799,1882,1,AT4G15545,0
4,14765584,14765870,287,*,7.22,7.17,7.28,-0.11,0.691,0.745,E50h_GM3D_18735,Promoter (2-3kb),4,14762841,14764627,1787,1,AT4G30170,2743
5,23343166,23344431,1266,*,9.8,9.77,9.82,-0.05,0.691,0.745,E50h_GM3D_24703,Promoter (<=1kb),5,23340847,23343258,2412,2,AT5G57630,0
3,602129,602308,180,*,6.18,6.12,6.25,-0.13,0.691,0.745,E50h_GM3D_11139,Promoter (<=1kb),3,600893,602259,1367,2,AT3G02770,0
1,18026120,18026358,239,*,6.97,7.02,6.92,0.1,0.691,0.745,E50h_GM3D_3676,Promoter (<=1kb),1,18023387,18026065,2679,2,AT1G48740,-55
2,18854685,18856120,1436,*,9.52,9.49,9.54,-0.05,0.692,0.745,E50h_GM3D_10768,Promoter (<=1kb),2,18854555,18855184,630,2,AT2G45780,0
3,4496940,4497385,446,*,8.02,7.98,8.05,-0.07,0.692,0.745,E50h_GM3D_12058,Promoter (<=1kb),3,4496822,4496918,97,2,AT3G13724,-22
3,22669218,22671077,1860,*,10.02,10,10.04,-0.04,0.692,0.745,E50h_GM3D_15616,Promoter (<=1kb),3,22671002,22672738,1737,1,AT3G61250,0
4,940771,940945,175,*,5.93,5.86,6,-0.14,0.692,0.745,E50h_GM3D_16064,Promoter (<=1kb),4,940778,944291,3514,1,AT4G02120,0
5,13633769,13634093,325,*,6.7,6.75,6.64,0.11,0.692,0.745,E50h_GM3D_22377,Promoter (<=1kb),5,13634454,13638297,3844,1,AT5G35410,-361
1,447767,448288,522,*,7.28,7.23,7.32,-0.09,0.692,0.745,E50h_GM3D_126,Promoter (1-2kb),1,443149,446235,3087,2,AT1G02270,-1532
2,17349654,17349923,270,*,6.66,6.72,6.6,0.12,0.692,0.746,E50h_GM3D_10356,Promoter (<=1kb),2,17349437,17349574,138,2,AT2G41616,-80
5,18352326,18353827,1502,*,8.86,8.89,8.84,0.05,0.692,0.746,E50h_GM3D_23360,Promoter (<=1kb),5,18349782,18352498,2717,2,AT5G45290,0
2,6814119,6814750,632,*,8.56,8.59,8.53,0.06,0.692,0.746,E50h_GM3D_7605,Promoter (<=1kb),2,6814521,6816404,1884,1,AT2G15630,0
5,23120295,23120957,663,*,7.96,7.92,8,-0.08,0.692,0.746,E50h_GM3D_24638,Promoter (2-3kb),5,23109438,23117563,8126,2,AT5G57110,-2732
4,9505792,9506158,367,*,6.86,6.81,6.91,-0.1,0.692,0.746,E50h_GM3D_17430,Promoter (<=1kb),4,9500506,9505455,4950,2,AT4G16890,-337
2,15980694,15980905,212,*,6.96,7.01,6.9,0.1,0.693,0.746,E50h_GM3D_9993,Promoter (<=1kb),2,15978512,15980749,2238,2,AT2G38130,0
5,17190466,17190669,204,*,5.77,5.85,5.69,0.16,0.693,0.746,E50h_GM3D_23091,Promoter (<=1kb),5,17185463,17189943,4481,2,AT5G42870,-523
5,13233114,13233589,476,*,7.43,7.47,7.38,0.09,0.693,0.746,E50h_GM3D_22339,Promoter (<=1kb),5,13233374,13235567,2194,1,AT5G34930,0
5,2631097,2631685,589,*,8.7,8.72,8.67,0.06,0.693,0.746,E50h_GM3D_20405,Promoter (<=1kb),5,2628325,2631098,2774,2,AT5G08170,0
5,5349926,5350448,523,*,8.35,8.31,8.38,-0.07,0.693,0.746,E50h_GM3D_21079,Promoter (<=1kb),5,5349094,5350907,1814,2,AT5G16340,459
1,26036315,26038824,2510,*,11.74,11.76,11.72,0.04,0.693,0.747,E50h_GM3D_5561,Promoter (<=1kb),1,26036570,26037659,1090,1,AT1G69252,0
3,1834510,1834693,184,*,6.64,6.58,6.69,-0.11,0.693,0.747,E50h_GM3D_11431,Promoter (2-3kb),3,1831057,1831923,867,2,AT3G06070,-2587
1,21387610,21387851,242,*,7.01,6.96,7.06,-0.1,0.694,0.747,E50h_GM3D_4429,Promoter (1-2kb),1,21383981,21385709,1729,2,AT1G57750,-1901
3,21959291,21959700,410,*,7.49,7.45,7.53,-0.08,0.694,0.747,E50h_GM3D_15437,Promoter (<=1kb),3,21959510,21959580,71,1,AT3G59415,0
4,11535083,11535322,240,*,5.72,5.64,5.8,-0.16,0.694,0.747,E50h_GM3D_17904,Promoter (<=1kb),4,11532971,11534847,1877,2,AT4G21705,-236
1,29214015,29214301,287,*,7.52,7.57,7.48,0.09,0.694,0.747,E50h_GM3D_6414,Promoter (<=1kb),1,29214445,29215564,1120,1,AT1G77730,-144
2,8239926,8240154,229,*,6.97,6.93,7.02,-0.09,0.694,0.747,E50h_GM3D_7950,Promoter (<=1kb),2,8238691,8240002,1312,2,AT2G18990,0
4,12403197,12403725,529,*,7.75,7.79,7.71,0.07,0.694,0.747,E50h_GM3D_18125,Promoter (2-3kb),4,12400345,12403403,3059,1,AT4G23840,2852
4,154524,155015,492,*,7.7,7.66,7.73,-0.08,0.694,0.747,E50h_GM3D_15864,Promoter (<=1kb),4,154705,156376,1672,1,AT4G00355,0
5,4204296,4204656,361,*,7.61,7.65,7.57,0.08,0.694,0.747,E50h_GM3D_20800,Promoter (1-2kb),5,4204817,4206405,1589,2,AT5G13190,1749
1,30210712,30212010,1299,*,8.61,8.58,8.63,-0.06,0.694,0.747,E50h_GM3D_6667,Promoter (<=1kb),1,30208499,30210803,2305,2,AT1G80360,0
3,3032356,3032571,216,*,6.37,6.44,6.31,0.13,0.695,0.747,E50h_GM3D_11716,Promoter (<=1kb),3,3032559,3034443,1885,1,AT3G09890,0
2,151146,152073,928,*,8.73,8.7,8.76,-0.06,0.695,0.747,E50h_GM3D_6749,Promoter (<=1kb),2,151057,151729,673,2,AT2G01300,0
4,17148350,17148832,483,*,8.07,8.1,8.03,0.07,0.695,0.748,E50h_GM3D_19328,Promoter (<=1kb),4,17147196,17148221,1026,2,AT4G36240,-129
1,4530051,4530632,582,*,8.8,8.83,8.78,0.05,0.695,0.748,E50h_GM3D_1081,Promoter (<=1kb),1,4528623,4530063,1441,2,AT1G13250,0
5,24459499,24459682,184,*,6.68,6.63,6.73,-0.1,0.695,0.748,E50h_GM3D_24984,Promoter (2-3kb),5,24460783,24462541,1759,2,AT5G60800,2859
4,9612555,9613202,648,*,8.04,8,8.07,-0.07,0.695,0.748,E50h_GM3D_17448,Promoter (<=1kb),4,9609910,9612676,2767,2,AT4G17100,0
1,5778416,5778922,507,*,7.19,7.24,7.13,0.1,0.695,0.748,E50h_GM3D_1398,Promoter (<=1kb),1,5776177,5778484,2308,2,AT1G16890,0
2,18413978,18414621,644,*,8.59,8.56,8.62,-0.06,0.695,0.748,E50h_GM3D_10630,Promoter (<=1kb),2,18411426,18414081,2656,2,AT2G44610,0
5,3092531,3092748,218,*,6.99,7.04,6.94,0.1,0.696,0.749,E50h_GM3D_20514,Promoter (<=1kb),5,3089278,3092595,3318,2,AT5G09900,0
3,11270886,11271290,405,*,7.71,7.67,7.75,-0.08,0.696,0.749,E50h_GM3D_13735,Promoter (1-2kb),3,11267091,11269229,2139,2,AT3G29360,-1657
1,23179190,23179854,665,*,9.3,9.33,9.27,0.06,0.696,0.749,E50h_GM3D_4826,Promoter (<=1kb),1,23176930,23179248,2319,2,AT1G62590,0
2,16196072,16196409,338,*,7.34,7.3,7.38,-0.09,0.696,0.749,E50h_GM3D_10056,Promoter (<=1kb),2,16194327,16196113,1787,2,AT2G38740,0
5,25573829,25574692,864,*,8.93,8.9,8.95,-0.06,0.696,0.749,E50h_GM3D_25266,Promoter (<=1kb),5,25571865,25574087,2223,2,AT5G63910,0
1,5022000,5022869,870,*,8.68,8.65,8.71,-0.07,0.696,0.749,E50h_GM3D_1219,Promoter (<=1kb),1,5023656,5025955,2300,1,AT1G14640,-787
2,17555533,17555717,185,*,6.47,6.42,6.53,-0.11,0.696,0.749,E50h_GM3D_10407,Promoter (<=1kb),2,17553240,17555504,2265,2,AT2G42080,-29
3,15870921,15871394,474,*,7.76,7.8,7.72,0.07,0.696,0.749,E50h_GM3D_13993,Promoter (<=1kb),3,15868794,15871256,2463,2,AT3G44110,0
1,2090761,2091538,778,*,8.62,8.65,8.59,0.06,0.696,0.749,E50h_GM3D_497,Promoter (<=1kb),1,2089417,2091686,2270,2,AT1G06800,148
3,9524368,9525017,650,*,7.94,7.9,7.97,-0.07,0.696,0.749,E50h_GM3D_13326,Promoter (<=1kb),3,9524725,9526407,1683,1,AT3G26060,0
1,1583536,1584277,742,*,9.23,9.26,9.21,0.05,0.697,0.749,E50h_GM3D_394,Promoter (<=1kb),1,1582671,1583718,1048,2,AT1G05385,0
1,5131304,5132342,1039,*,9.13,9.1,9.16,-0.06,0.697,0.749,E50h_GM3D_1253,Promoter (1-2kb),1,5132535,5133716,1182,2,AT1G14880,1374
5,25714088,25714291,204,*,6.32,6.26,6.38,-0.12,0.697,0.75,E50h_GM3D_25307,Promoter (<=1kb),5,25711069,25713473,2405,2,AT5G64280,-615
2,12175542,12176450,909,*,9.1,9.07,9.13,-0.06,0.698,0.75,E50h_GM3D_8967,Promoter (1-2kb),2,12168840,12173679,4840,2,AT2G28470,-1863
5,4608628,4608917,290,*,6.78,6.83,6.73,0.1,0.698,0.751,E50h_GM3D_20898,Promoter (<=1kb),5,4609123,4611444,2322,1,AT5G14280,-206
3,21125404,21126007,604,*,7.88,7.84,7.91,-0.07,0.698,0.751,E50h_GM3D_15252,Promoter (<=1kb),3,21125699,21125836,138,2,AT3G57072,0
1,3590290,3592402,2113,*,9.4,9.37,9.42,-0.05,0.699,0.751,E50h_GM3D_851,Promoter (<=1kb),1,3581034,3590928,9895,2,AT1G10760,0
3,9513271,9513613,343,*,7.2,7.24,7.15,0.09,0.699,0.751,E50h_GM3D_13323,Promoter (<=1kb),3,9513696,9516869,3174,1,AT3G26020,-83
5,15741835,15743001,1167,*,8.99,9.01,8.96,0.05,0.699,0.751,E50h_GM3D_22722,Promoter (<=1kb),5,15742762,15744943,2182,1,AT5G39320,0
5,20173325,20173784,460,*,8.1,8.07,8.14,-0.07,0.699,0.752,E50h_GM3D_23844,Promoter (2-3kb),5,20176385,20188307,11923,1,AT5G49680,-2601
1,167117,167305,189,*,6.78,6.73,6.83,-0.11,0.699,0.752,E50h_GM3D_56,Promoter (<=1kb),1,166589,167842,1254,2,AT1G01453,537
1,5757967,5759085,1119,*,9.82,9.84,9.8,0.04,0.7,0.752,E50h_GM3D_1393,Promoter (<=1kb),1,5756835,5758464,1630,2,AT1G16820,0
2,15051501,15052029,529,*,7.57,7.61,7.53,0.08,0.7,0.752,E50h_GM3D_9720,Promoter (<=1kb),2,15052199,15053275,1077,1,AT2G35830,-170
3,2167207,2167733,527,*,8.06,8.1,8.03,0.07,0.7,0.752,E50h_GM3D_11508,Promoter (<=1kb),3,2167730,2169222,1493,1,AT3G06868,0
5,5276536,5277226,691,*,7.44,7.4,7.48,-0.08,0.7,0.752,E50h_GM3D_21060,Promoter (<=1kb),5,5275695,5276606,912,2,AT5G16160,0
3,5571181,5571610,430,*,7.73,7.7,7.77,-0.07,0.701,0.753,E50h_GM3D_12341,Promoter (<=1kb),3,5571992,5574541,2550,1,AT3G16410,-382
4,5155323,5156368,1046,*,8.96,8.99,8.94,0.05,0.701,0.753,E50h_GM3D_16441,Downstream (2-3kb),4,5151863,5151979,117,2,AT4G08151,-3344
2,386877,388040,1164,*,10.22,10.24,10.2,0.04,0.701,0.753,E50h_GM3D_6827,Promoter (<=1kb),2,388055,389918,1864,1,AT2G01860,-15
1,24022234,24022581,348,*,7.33,7.29,7.37,-0.08,0.701,0.754,E50h_GM3D_5055,Promoter (<=1kb),1,24022285,24023196,912,2,AT1G64640,615
5,3627517,3627835,319,*,6.68,6.73,6.62,0.11,0.701,0.754,E50h_GM3D_20664,Promoter (<=1kb),5,3627849,3629717,1869,1,AT5G11370,-14
1,18539483,18539753,271,*,6.19,6.12,6.25,-0.13,0.702,0.754,E50h_GM3D_3806,Promoter (<=1kb),1,18522441,18539995,17555,2,AT1G50030,242
5,20550934,20551572,639,*,7.87,7.9,7.83,0.07,0.702,0.754,E50h_GM3D_23941,Promoter (<=1kb),5,20551437,20552566,1130,2,AT5G50460,994
1,7220713,7221071,359,*,6.62,6.67,6.57,0.11,0.702,0.754,E50h_GM3D_1737,Promoter (1-2kb),1,7220961,7222268,1308,2,AT1G20790,1197
5,23369754,23370263,510,*,7.93,7.89,7.97,-0.08,0.702,0.754,E50h_GM3D_24712,Promoter (2-3kb),5,23366004,23366867,864,2,AT5G57685,-2887
3,20530569,20531510,942,*,8.89,8.91,8.86,0.05,0.702,0.754,E50h_GM3D_15093,Promoter (<=1kb),3,20531407,20533173,1767,1,AT3G55380,0
1,25800914,25801247,334,*,6.82,6.87,6.76,0.1,0.702,0.755,E50h_GM3D_5506,Promoter (2-3kb),1,25793207,25798257,5051,2,AT1G68710,-2657
3,1142769,1142959,191,*,6.02,5.96,6.09,-0.13,0.703,0.755,E50h_GM3D_11265,Promoter (<=1kb),3,1141581,1142528,948,2,AT3G04310,-241
1,25925929,25926760,832,*,7.75,7.79,7.72,0.08,0.703,0.755,E50h_GM3D_5534,Promoter (<=1kb),1,25921453,25925845,4393,2,AT1G68940,-84
1,29336341,29337150,810,*,9.3,9.32,9.27,0.05,0.703,0.755,E50h_GM3D_6456,Promoter (1-2kb),1,29338693,29339755,1063,1,AT1G78020,-1543
1,27443437,27444557,1121,*,9.14,9.12,9.16,-0.05,0.703,0.756,E50h_GM3D_5970,Promoter (<=1kb),1,27444585,27445980,1396,1,AT1G72950,-28
1,4117445,4118592,1148,*,9.26,9.23,9.28,-0.05,0.704,0.756,E50h_GM3D_975,Promoter (<=1kb),1,4114771,4117594,2824,2,AT1G12120,0
1,18266988,18267174,187,*,6.42,6.48,6.36,0.12,0.704,0.756,E50h_GM3D_3734,Promoter (2-3kb),1,18264971,18267270,2300,1,AT1G49350,2017
4,13132,13667,536,*,7.72,7.68,7.76,-0.08,0.704,0.756,E50h_GM3D_15832,Promoter (<=1kb),4,11355,13359,2005,2,AT4G00026,0
5,9872598,9873339,742,*,8.43,8.41,8.46,-0.06,0.704,0.756,E50h_GM3D_22186,Promoter (<=1kb),5,9873152,9874598,1447,1,AT5G27850,0
5,17002516,17002710,195,*,6.13,6.19,6.06,0.13,0.704,0.756,E50h_GM3D_23041,Promoter (2-3kb),5,17000259,17002607,2349,1,AT5G42520,2257
1,26241402,26243710,2309,*,11.31,11.32,11.29,0.04,0.704,0.756,E50h_GM3D_5625,Promoter (<=1kb),1,26239260,26240708,1449,2,AT1G69760,-694
5,150122,150919,798,*,9.16,9.18,9.14,0.05,0.704,0.756,E50h_GM3D_19794,Promoter (<=1kb),5,150355,150427,73,2,AT5G01365,0
3,15856514,15856777,264,*,6.83,6.78,6.88,-0.1,0.704,0.756,E50h_GM3D_13989,Downstream (2-3kb),3,15849043,15853462,4420,2,AT3G44093,-3052
5,18067315,18068362,1048,*,8.97,8.94,8.99,-0.05,0.705,0.757,E50h_GM3D_23313,Promoter (<=1kb),5,18068060,18070654,2595,1,AT5G44780,0
2,19242300,19242568,269,*,7.7,7.74,7.66,0.08,0.705,0.757,E50h_GM3D_10880,Promoter (<=1kb),2,19243496,19245141,1646,1,AT2G46820,-928
3,3094793,3095118,326,*,8.07,8.11,8.04,0.07,0.705,0.757,E50h_GM3D_11727,Promoter (<=1kb),3,3092023,3094945,2923,2,AT3G10030,0
1,9919364,9920080,717,*,8.22,8.26,8.19,0.06,0.705,0.757,E50h_GM3D_2430,Downstream (<1kb),1,9920507,9924488,3982,2,AT1G28320,4408
3,1200215,1200667,453,*,7.74,7.78,7.7,0.08,0.705,0.757,E50h_GM3D_11276,Promoter (<=1kb),3,1200642,1209869,9228,1,AT3G04490,0
5,834370,835027,658,*,9.14,9.16,9.11,0.05,0.705,0.757,E50h_GM3D_19965,Promoter (<=1kb),5,832104,834412,2309,2,AT5G03380,0
2,16341551,16341750,200,*,7.36,7.39,7.31,0.08,0.705,0.757,E50h_GM3D_10087,Promoter (1-2kb),2,16340282,16340360,79,1,AT2G39175,1269
1,10000446,10002072,1627,*,10.3,10.32,10.28,0.03,0.705,0.757,E50h_GM3D_2456,Promoter (1-2kb),1,10003150,10003540,391,1,AT1G28447,-1078
3,5546909,5547954,1046,*,9.1,9.08,9.13,-0.05,0.705,0.757,E50h_GM3D_12331,Promoter (<=1kb),3,5547718,5549660,1943,1,AT3G16350,0
5,3524112,3524717,606,*,9.52,9.5,9.54,-0.04,0.705,0.757,E50h_GM3D_20635,Promoter (<=1kb),5,3524680,3525846,1167,1,AT5G11090,0
3,6801731,6802300,570,*,9.1,9.12,9.07,0.05,0.706,0.757,E50h_GM3D_12657,Promoter (1-2kb),3,6803072,6804233,1162,2,AT3G19580,1933
5,20411551,20412095,545,*,8.3,8.27,8.33,-0.06,0.706,0.758,E50h_GM3D_23893,Distal Intergenic,5,20415771,20418742,2972,1,AT5G50160,-3676
